timestamp,origin,destination,distance_km,duration_traffic_min,duration_normal_min,congestion_level
31:55.9,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,42,42,Low
32:06.3,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,18,10,High
32:16.6,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
32:27.1,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.6,21,12,High
32:38.1,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,51,28,High
32:48.6,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,30,17,High
32:58.9,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
33:09.5,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,23,13,High
33:20.2,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",29.4,43,43,Low
33:30.7,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.6,22,12,High
33:41.4,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,40,40,Low
33:52.2,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,50,28,High
34:02.8,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,40,40,Low
34:13.3,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,9,6,High
34:23.8,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.6,32,22,Moderate
34:35.3,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,23,13,High
34:46.0,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,44,26,High
34:56.4,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,18,10,High
35:06.9,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,44,26,High
35:17.6,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",10.9,45,28,High
35:28.1,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,55,36,High
35:38.7,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,55,36,High
35:49.2,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,38,25,High
35:59.8,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,55,36,High
36:10.4,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,22,15,Moderate
36:20.9,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.6,32,22,Moderate
36:31.4,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,23,15,High
36:41.9,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,38,25,High
36:52.6,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,38,25,High
37:03.0,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,9,6,High
37:13.6,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,30,17,High
37:24.2,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,56,36,High
37:34.9,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,40,40,Low
37:45.5,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,22,15,Moderate
37:56.1,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.6,33,22,High
38:06.6,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
38:17.0,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,56,36,High
38:27.6,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,46,24,High
38:37.9,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
38:48.3,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,18,10,High
38:58.7,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.6,23,12,High
39:08.9,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
39:19.3,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,44,26,High
39:29.7,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,24,13,High
39:40.1,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
39:50.6,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",20.8,40,40,Low
40:00.9,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,18,10,High
40:11.3,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,45,26,High
40:21.8,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,30,17,High
40:32.1,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,38,25,High
40:42.8,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,42,42,Low
40:53.1,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
41:03.5,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.6,33,22,High
41:13.9,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,46,24,High
41:24.2,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.5,22,12,High
41:34.7,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,56,36,High
41:45.1,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,18,10,High
41:55.4,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
42:05.7,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
42:16.2,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,42,42,Low
42:26.6,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,22,15,Moderate
42:37.0,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,9,6,High
42:47.5,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.6,33,22,High
42:57.8,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,25,13,High
43:08.6,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,45,26,High
43:19.0,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
43:29.5,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.6,33,22,High
43:40.0,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,25,13,High
43:50.5,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,38,25,High
44:01.3,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",10.9,46,28,High
44:11.9,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,45,26,High
44:22.7,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,31,17,High
44:33.3,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,38,25,High
44:43.9,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,22,15,Moderate
44:54.5,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,31,17,High
45:05.0,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,22,15,Moderate
45:15.6,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,46,24,High
45:26.6,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",20.8,40,40,Low
45:37.1,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,25,13,High
45:48.2,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.6,33,22,High
45:58.7,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,46,24,High
46:09.2,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,38,25,High
46:20.0,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,18,10,High
46:30.9,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,46,24,High
46:41.5,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,22,15,Moderate
46:52.1,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,52,28,High
47:02.6,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,9,6,High
47:12.9,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
47:23.3,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,25,13,High
47:33.8,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.6,33,22,High
47:44.4,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,40,40,Low
47:55.0,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",20.8,40,40,Low
48:05.5,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.6,33,22,High
48:16.0,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,38,25,High
48:26.4,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,46,24,High
48:36.9,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,18,10,High
48:47.2,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,18,10,High
48:57.5,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.6,24,12,High
49:07.9,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,39,25,High
49:18.3,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,9,6,High
49:28.7,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,31,17,High
49:39.0,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,23,15,High
49:49.4,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,25,13,High
49:59.9,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,45,26,High
50:10.2,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,23,15,High
50:20.7,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,59,36,High
50:31.0,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,32,17,High
50:41.4,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,59,36,High
50:51.9,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,46,24,High
51:02.4,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",20.8,40,40,Low
51:12.8,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.6,24,12,High
51:23.2,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,32,17,High
51:33.6,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,59,36,High
51:44.1,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,39,25,High
51:54.6,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,52,28,High
52:04.9,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,9,6,High
52:15.3,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,23,15,High
52:25.6,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,9,6,High
52:36.1,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",20.8,40,40,Low
52:46.6,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",20.8,40,40,Low
52:57.1,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,39,25,High
53:08.2,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,42,42,Low
53:18.7,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",20.8,40,40,Low
53:29.1,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,53,28,High
53:39.6,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,47,24,High
53:50.0,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,25,13,High
54:00.4,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,47,24,High
54:10.8,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,40,25,High
54:21.1,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,9,6,High
54:31.6,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,18,10,High
54:42.0,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
54:52.3,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,23,15,High
55:02.6,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,25,13,High
55:12.9,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
55:23.4,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.6,24,12,High
55:33.9,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,36,36,Low
55:44.3,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,53,28,High
55:54.6,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
56:04.9,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
56:15.4,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,32,17,High
56:25.7,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,23,15,High
56:36.2,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,45,26,High
56:46.7,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",20.8,40,40,Low
56:57.1,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,40,25,High
57:07.7,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,25,13,High
57:18.1,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,47,24,High
57:28.6,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.6,34,22,High
57:39.0,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,47,24,High
57:49.4,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,40,25,High
57:59.7,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,18,10,High
58:10.4,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,47,24,High
58:21.6,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.6,34,22,High
58:32.3,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,36,36,Low
58:43.0,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,40,40,Low
58:53.6,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,47,24,High
59:04.0,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,31,17,High
59:14.7,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,54,28,High
59:25.3,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,54,28,High
59:35.9,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,54,28,High
59:46.7,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
59:57.5,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,25,13,High
00:08.3,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",29.3,43,43,Low
00:18.9,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,39,25,High
00:29.8,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,32,17,High
00:40.3,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,25,13,High
00:51.0,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,36,36,Low
01:01.9,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,23,15,High
01:12.5,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,9,6,High
01:23.0,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,25,13,High
01:33.6,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.6,34,22,High
01:44.1,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,39,25,High
01:55.0,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,47,24,High
02:05.4,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,10,6,High
02:16.1,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,39,25,High
02:26.5,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.6,24,12,High
02:37.0,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
02:47.8,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,10,6,High
02:58.6,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,54,28,High
03:09.4,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",20.8,40,40,Low
03:19.9,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.6,24,12,High
03:30.4,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,10,6,High
03:41.0,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,36,36,Low
03:51.7,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,40,40,Low
04:02.3,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,23,15,High
04:12.9,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,54,28,High
04:23.4,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.6,24,12,High
04:34.1,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,46,26,High
04:44.8,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,40,40,Low
04:55.4,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,26,13,High
05:06.0,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,46,26,High
05:16.6,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,48,24,High
05:27.2,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,55,28,High
05:37.9,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.6,34,22,High
05:48.5,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,55,28,High
05:59.1,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,18,10,High
06:09.6,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,10,6,High
46:01.5,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,38,24,High
46:12.1,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,42,28,High
46:22.8,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.6,31,22,Moderate
46:33.5,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,51,36,Moderate
46:44.1,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,8,6,Moderate
46:54.7,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,34,25,Moderate
47:05.2,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,15,10,High
47:16.2,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,51,36,Moderate
47:26.8,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.6,31,22,Moderate
47:40.3,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,53,40,Moderate
47:50.7,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,38,24,High
48:01.3,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,42,28,High
48:11.9,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,42,28,High
48:22.4,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,34,25,Moderate
48:32.8,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,8,6,Moderate
48:43.3,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,20,13,High
48:54.5,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",29.4,43,43,Low
49:05.1,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,34,25,Moderate
49:15.7,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,42,28,High
49:26.3,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,38,24,High
49:36.8,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,42,28,High
49:47.3,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,34,25,Moderate
49:57.8,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,42,28,High
50:08.4,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,42,28,High
50:19.0,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,36,26,Moderate
50:29.6,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,20,13,High
50:40.2,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.6,31,22,Moderate
50:50.7,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,34,25,Moderate
51:02.2,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,38,24,High
51:19.7,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,26,17,High
51:30.5,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
51:41.4,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,22,15,Moderate
51:51.9,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,15,10,High
52:02.8,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,22,15,Moderate
52:13.5,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",29.4,43,43,Low
52:24.6,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,36,26,Moderate
52:35.0,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,15,10,High
52:45.4,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.6,19,12,High
52:56.1,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,53,40,Moderate
53:06.5,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.6,19,12,High
53:16.9,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,22,15,Moderate
53:27.3,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.6,19,12,High
53:37.8,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.4,28,20,Moderate
53:48.3,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,57,42,Moderate
53:58.8,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,43,28,High
54:09.2,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
54:19.8,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,22,15,Moderate
54:30.2,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,36,26,Moderate
54:40.8,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,52,40,Moderate
54:51.7,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,8,6,Moderate
55:02.3,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,52,40,Moderate
55:13.0,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,52,40,Moderate
55:23.6,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,26,17,High
55:34.1,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,26,17,High
55:44.4,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
55:55.0,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",29.4,43,43,Low
56:05.7,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",29.4,43,43,Low
56:16.3,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,34,25,Moderate
56:26.8,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,34,25,Moderate
56:37.6,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.6,19,12,High
56:48.1,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,52,40,Moderate
56:58.5,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
57:09.4,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,15,10,High
57:19.8,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,22,15,Moderate
57:30.3,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.6,19,12,High
57:41.0,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,52,40,Moderate
57:51.4,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
